prov_code,capital,town_name,debt
13,0,Puerto Lápice,0
13,0,Puertollano,63.512
13,0,Retuerta del Bullaque,0
13,0,Saceruela,98
13,0,San Carlos del Valle,37
13,0,San Lorenzo de Calatrava,0
13,0,Santa Cruz de los Cáñamos,0
13,0,Santa Cruz de Mudela,1.416
13,0,Socuéllamos,5.897
13,0,Solana (La),6.771
13,0,Solana del Pino,457
13,0,Terrinches,179
13,0,Tomelloso,2.458
13,0,Torralba de Calatrava,2.838
13,0,Torre de Juan Abad,0
13,0,Torrenueva,333
13,0,Valdemanco del Esteras,85
13,0,Valdepeñas,18.075
13,0,Valenzuela de Calatrava,98
13,0,Villahermosa,737
13,0,Villamanrique,0
13,0,Villamayor de Calatrava,0
13,0,Villanueva de la Fuente,0
13,0,Villanueva de los Infantes,27
13,0,Villanueva de San Carlos,108
13,0,Villar del Pozo,43
13,0,Villarrubia de los Ojos,3.691
13,0,Villarta de San Juan,334
13,0,Viso del Marqués,0
13,0,Robledo (El),189
13,0,Ruidera,708
13,0,Arenales de San Gregorio,358
13,0,Llanos del Caudillo,0
14,0,Adamuz,892
14,0,Aguilar de la Frontera,242
14,0,Alcaracejos,0
14,0,Almedinilla,111
14,0,Almodóvar del Río,4.509
14,0,Añora,452
14,0,Baena,7.894
14,0,Belalcázar,1.152
14,0,Belmez,1.457
14,0,Benamejí,1.832
14,0,Blázquez (Los),255
14,0,Bujalance,1.013
14,0,Cabra,1.593
14,0,Cañete de las Torres,1.412
14,0,Carcabuey,92
14,0,Cardeña,0
14,0,Carlota (La),7.369
14,0,Carpio (El),516
14,0,Castro del Río,518
14,0,Conquista,0
14,1,Córdoba,199.000
14,0,Doña Mencía,1.392
14,0,Dos Torres,465
14,0,Encinas Reales,869
14,0,Espejo,1.581
14,0,Espiel,530
14,0,Fernán-Núñez,0
14,0,Fuente la Lancha,0
14,0,Fuente Obejuna,581
14,0,Fuente Palmera,2.719
14,0,Fuente-Tójar,0
14,0,Granjuela (La),0
14,0,Guadalcázar,198
14,0,Guijo (El),479
14,0,Hinojosa del Duque,865
14,0,Hornachuelos,1.027
14,0,Iznájar,87
14,0,Lucena,15.506
14,0,Luque,593
14,0,Montalbán de Córdoba,195
14,0,Montemayor,0
14,0,Montilla,9.196
14,0,Montoro,3.800
14,0,Monturque,0
14,0,Moriles,0
14,0,Nueva Carteya,863
14,0,Obejo,268
14,0,Palenciana,176
14,0,Palma del Río,9.108
14,0,Pedro Abad,479
14,0,Pedroche,0
14,0,Peñarroya-Pueblonuevo,2.219
14,0,Posadas,0
14,0,Pozoblanco,2.712
14,0,Priego de Córdoba,9.434
14,0,Puente Genil,9.467
14,0,Rambla (La),0
14,0,Rute,4.774
14,0,San Sebastián de los Ballesteros,0
14,0,Santaella,618
14,0,Santa Eufemia,50
14,0,Torrecampo,0
14,0,Valenzuela,197
14,0,Valsequillo,0
14,0,Victoria (La),0
14,0,Villa del Río,2.013
14,0,Villafranca de Córdoba,181
14,0,Villaharta,195
14,0,Villanueva de Córdoba,384
14,0,Villanueva del Duque,82
14,0,Villanueva del Rey,4
14,0,Villaralto,3
14,0,Villaviciosa de Córdoba,0
14,0,Viso (El),0
14,0,Zuheros,59
15,0,Abegondo,0
15,0,Ames,0
15,0,Aranga,0
15,0,Ares,2.280
15,0,Arteixo,0
15,0,Arzúa,375
15,0,Baña (A),0
15,0,Bergondo,0
15,0,Betanzos,0
15,0,Boimorto,0
15,0,Boiro,3.410
15,0,Boqueixón,0
15,0,Brión,0
15,0,Cabana de Bergantiños,0
15,0,Cabanas,245
15,0,Camariñas,741
15,0,Cambre,1.065
15,0,Capela (A),0
15,0,Carballo,0
15,0,Carnota,1.006
15,0,Carral,2.252
15,0,Cedeira,6
15,0,Cee,89
15,0,Cerceda,0
15,0,Cerdido,0
15,0,Coirós,0
15,0,Corcubión,0
15,0,Coristanco,86
15,1,Coruña (A),66.531
15,0,Culleredo,0
15,0,Curtis,0
15,0,Dodro,252
15,0,Dumbría,0
15,0,Fene,426
15,0,Ferrol,21.049
15,0,Fisterra,46
15,0,Frades,0
15,0,Irixoa,0
15,0,Laxe,733
15,0,Laracha (A),0
15,0,Lousame,52
15,0,Malpica de Bergantiños,0
15,0,Mañón,0
15,0,Mazaricos,0
15,0,Melide,235
15,0,Mesía,0
15,0,Miño,14.931
15,0,Moeche,0
15,0,Monfero,0
15,0,Mugardos,0
15,0,Muxía,0
15,0,Muros,1.195
15,0,Narón,1.736
15,0,Neda,339
15,0,Negreira,581
15,0,Noia,0
15,0,Oleiros,0
15,0,Ordes,2.457
15,0,Oroso,371
15,0,Ortigueira,1.029
15,0,Outes,0
15,0,Paderne,0
15,0,Padrón,111
15,0,Pino (O),497
15,0,Pobra do Caramiñal (A),778
15,0,Ponteceso,1.590
15,0,Pontedeume,0
15,0,Pontes de García Rodríguez (As),23
15,0,Porto do Son,1.658
15,0,Rianxo,255
15,0,Ribeira,5.912
15,0,Rois,97
15,0,Sada,0
15,0,San Sadurniño,0
15,0,Santa Comba,0
15,0,Santiago de Compostela,26.118
15,0,Santiso,0
15,0,Sobrado,0
15,0,Somozas (As),0
15,0,Teo,1.045
15,0,Toques,0
15,0,Tordoia,1.289
15,0,Touro,0
15,0,Trazo,0
15,0,Valdoviño,0
15,0,Val do Dubra,0
15,0,Vedra,248
15,0,Vilasantar,153
15,0,Vilarmaior,0
15,0,Vimianzo,273
15,0,Zas,0
15,0,Cariño,713
15,0,Oza-Cesuras,0
16,0,Abia de la Obispalía,0
16,0,Acebrón (El),0
16,0,Alarcón,72
16,0,Albaladejo del Cuende,0
16,0,Albalate de las Nogueras,12
16,0,Albendea,24
16,0,Alberca de Záncara (La),202
16,0,Alcalá de la Vega,0
16,0,Alcantud,0
16,0,Alcázar del Rey,0
16,0,Alcohujate,0
16,0,Alconchel de la Estrella,49
16,0,Algarra,0
16,0,Aliaguilla,0
16,0,Almarcha (La),153
16,0,Almendros,79
16,0,Almodóvar del Pinar,0
16,0,Almonacid del Marquesado,236
16,0,Altarejos,0
16,0,Arandilla del Arroyo,0
16,0,Arcos de la Sierra,0
16,0,Chillarón de Cuenca,0
16,0,Arguisuelas,0
16,0,Arrancacepas,0
16,0,Atalaya del Cañavate,0
16,0,Barajas de Melo,323
16,0,Barchín del Hoyo,0
16,0,Bascuñana de San Pedro,2
16,0,Beamud,0
16,0,Belinchón,0
16,0,Belmonte,338
16,0,Belmontejo,0
16,0,Beteta,0
16,0,Boniches,0
16,0,Buciegas,0
16,0,Buenache de Alarcón,0
16,0,Buenache de la Sierra,0
16,0,Buendía,0
16,0,Campillo de Altobuey,426
16,0,Campillos-Paravientos,0
16,0,Campillos-Sierra,0
16,0,Canalejas del Arroyo,42
16,0,Cañada del Hoyo,0
16,0,Cañada Juncosa,0
16,0,Cañamares,0
16,0,Cañavate (El),47
16,0,Cañaveras,203
16,0,Cañaveruelas,0
16,0,Cañete,0
16,0,Cañizares,46
16,0,Carboneras de Guadazaón,98
16,0,Cardenete,0
16,0,Carrascosa,0
16,0,Carrascosa de Haro,0
16,0,Casas de Benítez,764
16,0,Casas de Fernando Alonso,256
16,0,Casas de Garcimolina,0
16,0,Casas de Guijarro,20
16,0,Casas de Haro,0
16,0,Casas de los Pinos,102
16,0,Casasimarro,439
16,0,Castejón,0
16,0,Castillejo de Iniesta,108
16,0,Castillejo-Sierra,0
16,0,Castillo-Albaráñez,0
16,0,Castillo de Garcimuñoz,0
16,0,Cervera del Llano,0
16,0,Cierva (La),0
16,1,Cuenca,62.793
16,0,Cueva del Hierro,0
16,0,Chumillas,0
16,0,Enguídanos,0
16,0,Fresneda de Altarejos,0
16,0,Fresneda de la Sierra,0
16,0,Frontera (La),20
16,0,Fuente de Pedro Naharro,0
16,0,Fuentelespino de Haro,0
16,0,Fuentelespino de Moya,0
16,0,Fuentes,0
16,0,Fuertescusa,0
16,0,Gabaldón,10
16,0,Garaballa,0
16,0,Gascueña,0
16,0,Graja de Campalbo,0
16,0,Graja de Iniesta,136
16,0,Henarejos,0
16,0,Herrumblar (El),110
16,0,Hinojosa (La),0
16,0,Hinojosos (Los),0
16,0,Hito (El),22
16,0,Honrubia,0
16,0,Hontanaya,0
16,0,Hontecillas,0
16,0,Horcajo de Santiago,1.518
16,0,Huélamo,0
16,0,Huelves,13
16,0,Huérguina,0
16,0,Huerta de la Obispalía,0
16,0,Huerta del Marquesado,0
16,0,Huete,2.418
16,0,Iniesta,199
16,0,Laguna del Marquesado,0
16,0,Lagunaseca,0
16,0,Landete,124
16,0,Ledaña,1.779
16,0,Leganiel,1
16,0,Majadas (Las),510
16,0,Mariana,113
16,0,Masegosa,2
16,0,Mesas (Las),0
16,0,Minglanilla,250
16,0,Mira,95
16,0,Monreal del Llano,0
16,0,Montalbanejo,50
16,0,Montalbo,1.312
16,0,Monteagudo de las Salinas,133
16,0,Mota de Altarejos,5
16,0,Mota del Cuervo,1.347
16,0,Motilla del Palancar,1.040
16,0,Moya,0
16,0,Narboneta,25
16,0,Olivares de Júcar,81
16,0,Olmeda de la Cuesta,0
16,0,Olmeda del Rey,0
16,0,Olmedilla de Alarcón,1
16,0,Olmedilla de Eliz,0
16,0,Osa de la Vega,0
16,0,Pajarón,0
16,0,Pajaroncillo,0
16,0,Palomares del Campo,36
16,0,Palomera,0
16,0,Paracuellos,0
16,0,Paredes,0
16,0,Parra de las Vegas (La),0
16,0,Pedernoso (El),195
16,0,Pedroñeras (Las),1.978
16,0,Peral (El),20
16,0,Peraleja (La),0
16,0,Pesquera (La),0
16,0,Picazo (El),169
16,0,Pinarejo,0
16,0,Pineda de Gigüela,0
16,0,Piqueras del Castillo,39
16,0,Portalrubio de Guadamejud,0
16,0,Portilla,49
16,0,Poyatos,71
16,0,Pozoamargo,19
16,0,Pozorrubio de Santiago,0
16,0,Pozuelo (El),0
16,0,Priego,0
16,0,Provencio (El),114
16,0,Puebla de Almenara,0
16,0,Valle de Altomira (El),0
16,0,Puebla del Salvador,65
16,0,Quintanar del Rey,509
16,0,Rada de Haro,0
16,0,Reíllo,0
16,0,Rozalén del Monte,0
16,0,Saceda-Trasierra,20
16,0,Saelices,172
16,0,Salinas del Manzano,0
16,0,Salmeroncillos,0
16,0,Salvacañete,215
16,0,San Clemente,3.056
16,0,San Lorenzo de la Parrilla,455
16,0,San Martín de Boniches,0
16,0,San Pedro Palmiches,0
16,0,Santa Cruz de Moya,106
16,0,Santa María del Campo Rus,0
16,0,Santa María de los Llanos,0
16,0,Santa María del Val,0
16,0,Sisante,0
16,0,Solera de Gabaldón,0
16,0,Talayuelas,294
16,0,Tarancón,14.331
16,0,Tébar,0
16,0,Tejadillos,0
16,0,Tinajas,58
16,0,Torralba,0
16,0,Torrejoncillo del Rey,0
16,0,Torrubia del Campo,0
16,0,Torrubia del Castillo,0
16,0,Tragacete,75
16,0,Tresjuncos,11
16,0,Tribaldos,0
16,0,Uclés,81
16,0,Uña,0
16,0,Valdemeca,0
16,0,Valdemorillo de la Sierra,0
16,0,Valdemoro-Sierra,0
16,0,Valdeolivas,110
16,0,Valhermoso de la Fuente,0
16,0,Valsalobre,0
16,0,Valverde de Júcar,0
16,0,Valverdejo,9
16,0,Vara de Rey,0
16,0,Vega del Codorno,0
16,0,Vellisca,0
16,0,Villaconejos de Trabaque,83
16,0,Villaescusa de Haro,67
16,0,Villagarcía del Llano,137
16,0,Villalba de la Sierra,109
16,0,Villalba del Rey,8
16,0,Villalgordo del Marquesado,0
16,0,Villalpardo,416
16,0,Villamayor de Santiago,0
16,0,Villanueva de Guadamejud,20
16,0,Villanueva de la Jara,247
16,0,Villar de Cañas,530
16,0,Villar de Domingo García,23
16,0,Villar de la Encina,0
16,0,Villar del Humo,7
16,0,Villar del Infantado,0
16,0,Villar de Olalla,0
16,0,Villarejo de Fuentes,323
16,0,Villarejo de la Peñuela,0
16,0,Villarejo-Periesteban,0
16,0,Villares del Saz,4
16,0,Villarrubio,19
16,0,Villarta,0
16,0,Villas de la Ventosa,14
16,0,Villaverde y Pasaconsol,0
16,0,Víllora,0
16,0,Vindel,0
16,0,Yémeda,0
16,0,Zafra de Záncara,0
16,0,Zafrilla,0
16,0,Zarza de Tajo,0
16,0,Zarzuela,0
16,0,Campos del Paraíso,158
16,0,Valdetórtola,0
16,0,Valeras (Las),0
16,0,Fuentenava de Jábaga,0
16,0,Arcas,597
16,0,Valdecolmenas (Los),0
16,0,Pozorrubielos de la Mancha,0
16,0,Sotorribas,0
16,0,Villar y Velasco,0
17,0,Agullana,331
17,0,Aiguaviva,66
17,0,Albanyà,0
17,0,Albons,68
17,0,Far d'Empordà (El),0
17,0,Alp,0
17,0,Amer,688
17,0,Anglès,3.890
17,0,Arbúcies,4.506
17,0,Argelaguer,32
17,0,Armentera (L'),0
17,0,Avinyonet de Puigventós,20
17,0,Begur,1.588
17,0,Vajol (La),0
17,0,Banyoles,8.687
17,0,Bàscara,1.548
17,0,Bellcaire d'Empordà,0
17,0,Besalú,3.497
17,0,Bescanó,1.694
17,0,Beuda,0
17,0,Bisbal d'Empordà (La),6.448
17,0,Blanes,19.744
17,0,Bolvir,0
17,0,Bordils,349
17,0,Borrassà,0
17,0,Breda,1.027
17,0,Brunyola,0
17,0,Boadella i les Escaules,233
17,0,Cabanes,131
17,0,Cabanelles,0
17,0,Cadaqués,1.226
17,0,Caldes de Malavella,3.713
17,0,Calonge i Sant Antoni,4.970
17,0,Camós,0
17,0,Campdevànol,1.254
17,0,Campelles,0
17,0,Campllong,276
17,0,Camprodon,2.363
17,0,Canet d'Adri,128
17,0,Cantallops,212
17,0,Capmany,0
17,0,Queralbs,74
17,0,Cassà de la Selva,4.026
17,0,Castellfollit de la Roca,987
17,0,Castelló d'Empúries,7.378
17,0,Castell-Platja d'Aro,20.723
17,0,Celrà,486
17,0,Cervià de Ter,0
17,0,Cistella,5
17,0,Siurana,38
17,0,Colera,454
17,0,Colomers,0
17,0,Cornellà del Terri,689
17,0,Corçà,136
17,0,Crespià,164
17,0,Darnius,0
17,0,Das,0
17,0,Escala (L'),3.112
17,0,Espinelves,0
17,0,Espolla,0
17,0,Esponellà,290
17,0,Figueres,25.113
17,0,Flaçà,1
17,0,Foixà,0
17,0,Fontanals de Cerdanya,0
17,0,Fontanilles,0
17,0,Fontcoberta,317
17,0,Fornells de la Selva,0
17,0,Fortià,0
17,0,Garrigàs,0
17,0,Garrigoles,0
17,0,Garriguella,523
17,0,Ger,125
17,1,Girona,61.390
17,0,Gombrèn,174
17,0,Gualta,0
17,0,Guils de Cerdanya,0
17,0,Hostalric,995
17,0,Isòvol,311
17,0,Jafre,76
17,0,Jonquera (La),523
17,0,Juià,0
17,0,Lladó,0
17,0,Llagostera,2.395
17,0,Llambilles,21
17,0,Llanars,195
17,0,Llançà,2.488
17,0,Llers,0
17,0,Llívia,372
17,0,Lloret de Mar,31.592
17,0,Llosses (Les),0
17,0,Madremanya,241
17,0,Maià de Montcal,0
17,0,Meranges,0
17,0,Masarac,0
17,0,Massanes,1.242
17,0,Maçanet de Cabrenys,345
17,0,Maçanet de la Selva,2.154
17,0,Mieres,0
17,0,Mollet de Peralada,220
17,0,Molló,97
17,0,Montagut i Oix,0
17,0,Mont-ras,0
17,0,Navata,54
17,0,Ogassa,945
17,0,Olot,22.671
17,0,Ordis,37
17,0,Osor,0
17,0,Palafrugell,13.684
17,0,Palamós,7.578
17,0,Palau de Santa Eulàlia,0
17,0,Palau-saverdera,1.293
17,0,Palau-sator,0
17,0,Palol de Revardit,0
17,0,Pals,108
17,0,Pardines,221
17,0,Parlavà,36
17,0,Pau,114
17,0,Pedret i Marzà,0
17,0,Pera (La),0
17,0,Peralada,454
17,0,Planes d'Hostoles (Les),564
17,0,Planoles,79
17,0,Pont de Molins,2
17,0,Pontós,0
17,0,Porqueres,601
17,0,Portbou,2.362
17,0,Preses (Les),0
17,0,Port de la Selva (El),505
17,0,Puigcerdà,5.105
17,0,Quart,47
17,0,Rabós,63
17,0,Regencós,2
17,0,Ribes de Freser,1.147
17,0,Riells i Viabrea,1.528
17,0,Ripoll,6.256
17,0,Riudarenes,1.982
17,0,Riudaura,0
17,0,Riudellots de la Selva,72
17,0,Riumors,21
17,0,Roses,8.726
17,0,Rupià,220
17,0,Sales de Llierca,0
17,0,Salt,15.621
17,0,Sant Andreu Salou,0
17,0,Sant Climent Sescebes,31
17,0,Sant Feliu de Buixalleu,42
17,0,Sant Feliu de Guíxols,6.981
17,0,Sant Feliu de Pallerols,480
17,0,Sant Ferriol,0
17,0,Sant Gregori,1.369
17,0,Sant Hilari Sacalm,3.498
17,0,Sant Jaume de Llierca,59
17,0,Sant Jordi Desvalls,362
17,0,Sant Joan de les Abadesses,1.964
17,0,Sant Joan de Mollet,0
17,0,Sant Julià de Ramis,1.071
17,0,Vallfogona de Ripollès,376
17,0,Sant Llorenç de la Muga,12
17,0,Sant Martí de Llémena,467
17,0,Sant Martí Vell,0
17,0,Sant Miquel de Campmajor,53
17,0,Sant Miquel de Fluvià,0
17,0,Sant Mori,28
17,0,Sant Pau de Segúries,0
17,0,Sant Pere Pescador,201
17,0,Santa Coloma de Farners,6.556
17,0,Santa Cristina d'Aro,1.757
17,0,Santa Llogaia d'Àlguema,53
17,0,Sant Aniol de Finestres,155
17,0,Santa Pau,268
17,0,Sant Joan les Fonts,3.318
17,0,Sarrià de Ter,1.407
17,0,Saus, Camallera i Llampaies,507
17,0,Selva de Mar (La),176
17,0,Cellera de Ter (La),396
17,0,Serinyà,95
17,0,Serra de Daró,0
17,0,Setcases,56
17,0,Sils,866
17,0,Susqueda,0
17,0,Tallada d'Empordà (La),8
17,0,Terrades,3
17,0,Torrent,0
17,0,Torroella de Fluvià,37
17,0,Torroella de Montgrí,10.208
17,0,Tortellà,103
17,0,Toses,17
17,0,Tossa de Mar,3.445
17,0,Ultramort,0
17,0,Ullà,162
17,0,Ullastret,0
17,0,Urús,0
17,0,Vall d'en Bas (La),880
17,0,Vall de Bianya (La),0
17,0,Vall-llobrega,44
17,0,Ventalló,87
17,0,Verges,248
17,0,Vidrà,0
17,0,Vidreres,1.098
17,0,Vilabertran,0
17,0,Vilablareix,617
17,0,Viladasens,0
17,0,Viladamat,31
17,0,Vilademuls,165
17,0,Viladrau,205
17,0,Vilafant,1.606
17,0,Vilaür,0
17,0,Vilajuïga,817
17,0,Vilallonga de Ter,5
17,0,Vilamacolum,179
17,0,Vilamalla,0
17,0,Vilamaniscle,192
17,0,Vilanant,279
17,0,Vila-sacra,338
17,0,Vilopriu,28
17,0,Vilobí d'Onyar,229
17,0,Biure,0
17,0,Cruïlles, Monells i Sant Sadurní de l'Heura,417
17,0,Forallac,0
17,0,Sant Julià del Llor i Bonmatí,0
18,0,Agrón,0
18,0,Alamedilla,236
18,0,Albolote,1.956
18,0,Albondón,13
18,0,Albuñán,0
18,0,Albuñol,5.536
18,0,Albuñuelas,0
18,0,Aldeire,305
18,0,Alfacar,2.485
18,0,Algarinejo,1.107
18,0,Alhama de Granada,1.627
18,0,Alhendín,9.334
18,0,Alicún de Ortega,0
18,0,Almegíjar,0
18,0,Almuñécar,27.725
18,0,Alquife,233
18,0,Arenas del Rey,21
18,0,Armilla,14.942
18,0,Atarfe,14.515
18,0,Baza,15.007
18,0,Beas de Granada,0
18,0,Beas de Guadix,0
18,0,Benalúa,233
18,0,Benalúa de las Villas,270
18,0,Benamaurel,625
18,0,Bérchules,196
18,0,Bubión,177
18,0,Busquístar,0
18,0,Cacín,0
18,0,Cádiar,1.013
18,0,Cájar,0
18,0,Calicasas,372
18,0,Campotéjar,64
18,0,Caniles,1.142
18,0,Cáñar,0
18,0,Capileira,0
18,0,Carataunas,0
18,0,Cástaras,0
18,0,Castilléjar,1.173
18,0,Castril,299
18,0,Cenes de la Vega,1.090
18,0,Cijuela,448
18,0,Cogollos de Guadix,462
18,0,Cogollos de la Vega,1.627
18,0,Colomera,493
18,0,Cortes de Baza,930
18,0,Cortes y Graena,903
18,0,Cúllar,1.400
18,0,Cúllar Vega,3.657
18,0,Chauchina,369
18,0,Chimeneas,0
18,0,Churriana de la Vega,3.050
18,0,Darro,35
18,0,Dehesas de Guadix,0
18,0,Dehesas Viejas,132
18,0,Deifontes,56
18,0,Diezma,0
18,0,Dílar,134
18,0,Dólar,9
18,0,Dúdar,94
18,0,Dúrcal,3.317
18,0,Escúzar,522
18,0,Ferreira,0
18,0,Fonelas,270
18,0,Freila,1.057
18,0,Fuente Vaqueros,2.042
18,0,Galera,792
18,0,Gobernador,137
18,0,Gójar,2.577
18,0,Gor,17
18,0,Gorafe,25
18,1,Granada,205.093
18,0,Guadahortuna,1.026
18,0,Guadix,5.454
18,0,Gualchos,979
18,0,Güejar Sierra,555
18,0,Güevéjar,479
18,0,Huélago,292
18,0,Huéneja,0
18,0,Huéscar,103
18,0,Huétor de Santillán,422
18,0,Huétor Tájar,2.164
18,0,Huétor Vega,193
18,0,Illora,6.959
18,0,Itrabo,0
18,0,Iznalloz,3.907
18,0,Játar,0
18,0,Jayena,0
18,0,Jerez del Marquesado,118
18,0,Jete,0
18,0,Jun,1.116
18,0,Juviles,0
18,0,Calahorra (La),137
18,0,Láchar,2.574
18,0,Lanjarón,3.026
18,0,Lanteira,26
18,0,Lecrín,0
18,0,Lentegí,0
18,0,Lobras,0
18,0,Loja,12.526
18,0,Lugros,76
18,0,Lújar,173
18,0,Malahá (La),308
18,0,Maracena,11.637
18,0,Marchal,0
18,0,Moclín,919
18,0,Molvízar,150
18,0,Monachil,5.152
18,0,Montefrío,2.813
18,0,Montejícar,140
18,0,Montillana,569
18,0,Moraleda de Zafayona,472
18,0,Motril,12.289
18,0,Murtas,9
18,0,Nigüelas,2
18,0,Nívar,145
18,0,Ogíjares,4.084
18,0,Orce,886
18,0,Órgiva,1.345
18,0,Otívar,0
18,0,Villa de Otura,10.844
18,0,Padul,877
18,0,Pampaneira,197
18,0,Pedro Martínez,469
18,0,Peligros,6.109
18,0,Peza (La),73
18,0,Pinos Genil,51
18,0,Pinos Puente,2.934
18,0,Píñar,534
18,0,Polícar,8
18,0,Polopos,1.931
18,0,Pórtugos,20
18,0,Puebla de Don Fadrique,474
18,0,Pulianas,0
18,0,Purullena,991
18,0,Quéntar,141
18,0,Rubite,478
18,0,Salar,515
18,0,Salobreña,10.592
18,0,Santa Cruz del Comercio,0
18,0,Santa Fe,2.654
18,0,Soportújar,0
18,0,Sorvilán,392
18,0,Torre-Cardela,346
18,0,Torvizcón,0
18,0,Trevélez,51
18,0,Turón,0
18,0,Ugíjar,1.245
18,0,Válor,98
18,0,Vélez de Benaudalla,510
18,0,Ventas de Huelma,0
18,0,Villanueva de las Torres,63
18,0,Villanueva Mesía,832
18,0,Víznar,195
18,0,Zafarraya,124
18,0,Zubia (La),2.420
18,0,Zújar,0
18,0,Taha (La),1.481
18,0,Valle (El),538
18,0,Nevada,411
18,0,Alpujarra de la Sierra,0
18,0,Gabias (Las),3.323
18,0,Guajares (Los),42
18,0,Valle del Zalabí,1.022
18,0,Villamena,37
18,0,Morelábor,0
18,0,Pinar (El),0
18,0,Vegas del Genil,5.672
18,0,Cuevas del Campo,1.424
18,0,Zagra,104
18,0,Valderrubio,0
18,0,Domingo Pérez de Granada,58
19,0,Abánades,0
19,0,Ablanque,0
19,0,Adobes,0
19,0,Alaminos,0
19,0,Alarilla,1
19,0,Albalate de Zorita,0
19,0,Albares,0
19,0,Albendiego,0
19,0,Alcocer,1
19,0,Alcolea de las Peñas,0
19,0,Alcolea del Pinar,0
19,0,Alcoroches,0
19,0,Aldeanueva de Guadalajara,0
19,0,Algar de Mesa,0
19,0,Algora,0
19,0,Alhóndiga,0
19,0,Alique,0
19,0,Almadrones,0
19,0,Almoguera,130
19,0,Almonacid de Zorita,0
19,0,Alocén,0
19,0,Alovera,2.334
19,0,Alustante,0
19,0,Angón,0
19,0,Anguita,0
19,0,Anquela del Ducado,0
19,0,Anquela del Pedregal,0
19,0,Aranzueque,46
19,0,Arbancón,106
19,0,Arbeteta,0
19,0,Argecilla,0
19,0,Armallones,0
19,0,Armuña de Tajuña,0
19,0,Arroyo de las Fraguas,0
19,0,Atanzón,52
19,0,Atienza,0
19,0,Auñón,0
19,0,Azuqueca de Henares,9.000
19,0,Baides,55
19,0,Baños de Tajo,0
19,0,Bañuelos,0
19,0,Barriopedro,0
19,0,Berninches,0
19,0,Bodera (La),0
19,0,Brihuega,296
19,0,Budia,0
19,0,Bujalaro,0
19,0,Bustares,0
19,0,Cabanillas del Campo,2.310
19,0,Campillo de Dueñas,0
19,0,Campillo de Ranas,0
19,0,Campisábalos,0
19,0,Canredondo,0
19,0,Cantalojas,0
19,0,Cañizar,0
19,0,Cardoso de la Sierra (El),0
19,0,Casa de Uceda,0
19,0,Casar (El),3.152
19,0,Casas de San Galindo,0
19,0,Caspueñas,0
19,0,Castejón de Henares,0
19,0,Castellar de la Muela,0
19,0,Castilforte,0
19,0,Castilnuevo,0
19,0,Cendejas de Enmedio,0
19,0,Cendejas de la Torre,0
19,0,Centenera,0
19,0,Cifuentes,1.536
19,0,Cincovillas,0
19,0,Ciruelas,23
19,0,Ciruelos del Pinar,0
19,0,Cobeta,0
19,0,Cogollor,0
19,0,Cogolludo,225
19,0,Condemios de Abajo,0
19,0,Condemios de Arriba,0
19,0,Congostrina,0
19,0,Copernal,0
19,0,Corduente,0
19,0,Cubillo de Uceda (El),0
19,0,Checa,24
19,0,Chequilla,3
19,0,Chiloeches,0
19,0,Chillarón del Rey,0
19,0,Driebes,15
19,0,Durón,0
19,0,Embid,0
19,0,Escamilla,0
19,0,Escariche,6
19,0,Escopete,0
19,0,Espinosa de Henares,0
19,0,Esplegares,0
19,0,Establés,0
19,0,Estriégana,0
19,0,Fontanar,232
19,0,Fuembellida,0
19,0,Fuencemillán,0
19,0,Fuentelahiguera de Albatages,0
19,0,Fuentelencina,88
19,0,Fuentelsaz,0
19,0,Fuentelviejo,0
19,0,Fuentenovilla,435
19,0,Gajanejos,0
19,0,Galápagos,0
19,0,Galve de Sorbe,0
19,0,Gascueña de Bornova,0
19,1,Guadalajara,25.444
19,0,Henche,0
19,0,Heras de Ayuso,0
19,0,Herrería,0
19,0,Hiendelaencina,0
19,0,Hijes,0
19,0,Hita,0
19,0,Hombrados,0
19,0,Hontoba,0
19,0,Horche,403
19,0,Hortezuela de Océn,0
19,0,Huerce (La),0
19,0,Huérmeces del Cerro,66
19,0,Huertahernando,0
19,0,Hueva,35
19,0,Humanes,138
19,0,Illana,23
19,0,Iniéstola,0
19,0,Inviernas (Las),0
19,0,Irueste,0
19,0,Jadraque,348
19,0,Jirueque,11
19,0,Ledanca,0
19,0,Loranca de Tajuña,0
19,0,Lupiana,0
19,0,Luzaga,0
19,0,Luzón,0
19,0,Majaelrayo,0
19,0,Málaga del Fresno,0
19,0,Malaguilla,5
19,0,Mandayona,0
19,0,Mantiel,0
19,0,Maranchón,0
19,0,Marchamalo,780
19,0,Masegoso de Tajuña,0
19,0,Matarrubia,0
19,0,Matillas,3
19,0,Mazarete,0
19,0,Mazuecos,17
19,0,Medranda,0
19,0,Megina,0
19,0,Membrillera,0
19,0,Miedes de Atienza,0
19,0,Mierla (La),0
19,0,Milmarcos,0
19,0,Millana,7
19,0,Miñosa (La),0
19,0,Mirabueno,0
19,0,Miralrío,0
19,0,Mochales,0
19,0,Mohernando,0
19,0,Molina de Aragón,375
19,0,Monasterio,0
19,0,Mondéjar,670
19,0,Montarrón,49
19,0,Moratilla de los Meleros,0
19,0,Morenilla,0
19,0,Muduex,0
19,0,Navas de Jadraque (Las),0
19,0,Negredo,0
19,0,Ocentejo,0
19,0,Olivar (El),0
19,0,Olmeda de Cobeta,53
19,0,Olmeda de Jadraque (La),0
19,0,Ordial (El),114
19,0,Orea,169
