prov_code,town_name,debt
50,AlcaládeEbro,0
50,AlcaládeMoncayo,151
50,AlconcheldeAriza,0
50,AldehueladeLiestos,0
50,Alfajarín,1
50,Alfamén,0
50,Alforque,0
50,AlhamadeAragón,177
50,Almochuel,0
50,Almolda(La),0
50,AlmonaciddelaCuba,1
50,AlmonaciddelaSierra,0
50,AlmuniadeDoñaGodina(La),1.822
50,Alpartir,72
50,Ambel,0
50,Anento,0
50,Aniñón,361
50,AñóndeMoncayo,213
50,ArandadeMoncayo,0
50,Arándiga,107
50,Ardisa,0
50,Ariza,626
50,Artieda,0
50,Asín,4
50,Atea,0
50,Ateca,1.283
50,Azuara,0
50,Badules,0
50,Bagüés,0
50,Balconchán,0
50,Bárboles,0
50,Bardallur,13
50,Belchite,60
50,BelmontedeGracián,12
50,Berdejo,0
50,Berrueco,0
50,Bijuesca,0
50,Biota,0
50,Bisimbre,11
50,Boquiñeni,199
50,Bordalba,0
50,Borja,1.337
50,Botorrita,0
50,BreadeAragón,308
50,Bubierca,0
50,Bujaraloz,9
50,Bulbuente,0
50,Bureta,0
50,BurgodeEbro(El),0
50,Buste(El),0
50,CabañasdeEbro,161
50,Cabolafuente,0
50,Cadrete,0
50,Calatayud,3.927
50,Calatorao,0
50,Calcena,0
50,Calmarza,0
50,CampillodeAragón,0
50,Carenas,0
50,Cariñena,2.945
50,Caspe,0
50,CastejóndeAlarba,82
50,CastejóndelasArmas,77
50,CastejóndeValdejasa,37
50,Castiliscar,652
50,CerveradelaCañada,64
50,Cerveruela,0
50,Cetina,0
50,Cimballa,0
50,CincoOlivas,0
50,ClarésdeRibota,0
50,Codo,0
50,Codos,0
50,Contamina,0
50,Cosuenda,196
50,CuartedeHuerva,0
50,Cubel,0
50,Cuerlas(Las),0
50,Chiprana,0
50,Chodes,0
50,Daroca,1.428
50,EjeadelosCaballeros,893
50,EmbiddeAriza,0
50,Encinacorba,119
50,Épila,477
50,Erla,0
50,Escatrón,0
50,Fabara,196
50,Farlete,0
50,Fayón,241
50,Fayos(Los),0
50,Figueruelas,0
50,Fombuena,0
50,Frago(El),0
50,Frasno(El),106
50,Fréscano,0
50,Fuendejalón,219
50,Fuendetodos,346
50,FuentesdeEbro,1
50,FuentesdeJiloca,175
50,Gallocanta,0
50,Gallur,155
50,Gelsa,0
50,Godojos,0
50,Gotor,112
50,Grisel,0
50,Grisén,0
50,HerreradelosNavarros,801
50,Ibdes,63
50,Illueca,452
50,Isuerre,19
50,Jaraba,195
50,JarquedeMoncayo,0
50,Jaulín,0
50,Joyosa(La),0
50,Lagata,0
50,LangadelCastillo,0
50,Layana,7
50,Lécera,0
50,Leciñena,0
50,Lechón,0
50,Letux,55
50,Litago,111
50,Lituénigo,0
50,LoberadeOnsella,38
50,Longares,292
50,Longás,0
50,LucenadeJalón,104
50,Luceni,191
50,Luesia,256
50,Luesma,24
50,Lumpiaque,0
50,Luna,0
50,Maella,562
50,Magallón,310
50,Mainar,0
50,Malanquilla,0
50,Maleján,33
50,Malón,10
50,Maluenda,239
50,Mallén,0
50,Manchones,31
50,Mara,78
50,MaríadeHuerva,330
50,MedianadeAragón,0
50,Mequinenza,5
50,MesonesdeIsuela,16
50,Mezalocha,65
50,Mianos,0
50,MiedesdeAragón,39
50,Monegrillo,0
50,Moneva,0
50,MonrealdeAriza,90
50,Monterde,66
50,Montón,0
50,MoratadeJalón,0
50,MoratadeJiloca,251
50,Morés,587
50,Moros,551
50,Moyuela,0
50,Mozota,13
50,Muel,0
50,Muela(La),10.691
50,Munébrega,198
50,Murero,48
50,MurillodeGállego,83
50,Navardún,73
50,Nigüella,0
50,Nombrevilla,0
50,Nonaspe,566
50,Novallas,0
50,Novillas,0
50,Nuévalos,0
50,NuezdeEbro,0
50,Olvés,50
50,Orcajo,0
50,Orera,0
50,Orés,22
50,Oseja,0
50,OseradeEbro,98
50,Paniza,122
50,ParacuellosdeJiloca,141
50,ParacuellosdelaRibera,0
50,Pastriz,6
50,Pedrola,0
50,Pedrosas(Las),0
50,Perdiguera,0
50,Piedratajada,0
50,PinadeEbro,593
50,Pinseque,663
50,Pintanos(Los),0
50,PlasenciadeJalón,0
50,Pleitas,163
50,Plenas,3
50,Pomer,0
50,PozueldeAriza,0
50,PozuelodeAragón,138
50,PradilladeEbro,0
50,PuebladeAlbortón,0
50,PuebladeAlfindén(La),1.227
50,Puendeluna,0
50,Purujosa,0
50,Quinto,0
50,Remolinos,0
50,Retascón,0
50,Ricla,0
50,Romanos,0
50,RuedadeJalón,0
50,Ruesca,0
50,Sádaba,907
50,SalillasdeJalón,282
50,SalvatierradeEsca,0
50,SamperdelSalz,0
50,SanMartíndelaVirgendeMoncayo,0
50,SanMateodeGállego,608
50,SantaCruzdeGrío,0
50,SantaCruzdeMoncayo,43
50,SantaEulaliadeGállego,54
50,Santed,0
50,Sástago,0
50,Sabiñán,243
50,Sediles,0
50,Sestrica,63
50,SierradeLuna,38
50,Sigüés,0
50,Sisamón,0
50,Sobradiel,0
50,SosdelReyCatólico,959
50,Tabuenca,28
50,Talamantes,0
50,Tarazona,4.438
50,Tauste,1
50,Terrer,51
50,Tierga,0
50,Tobed,0
50,TorralbadelosFrailes,0
50,TorralbadeRibota,69
50,Torralbilla,0
50,Torrehermosa,0
50,Torrelapaja,0
50,Torrellas,0
50,TorresdeBerrellén,197
50,TorrijodelaCañada,86
50,Tosos,0
50,Trasmoz,21
50,Trasobares,0
50,Uncastillo,0
50,UnduésdeLerda,0
50,UrreadeJalón,62
50,Urriés,0
50,Used,7
50,Utebo,0
50,Valdehorna,0
50,ValdeSanMartín,0
50,Valmadrid,0
50,Valpalmas,0
50,Valtorres,0
50,VelilladeEbro,43
50,VelilladeJiloca,89
50,VeradeMoncayo,58
50,Vierlas,0
50,Vilueña(La),0
50,Villadoz,0
50,Villafeliche,110
50,VillafrancadeEbro,37
50,VillalbadePerejil,0
50,Villalengua,0
50,VillanuevadeGállego,3.213
50,VillanuevadeJiloca,0
50,VillanuevadeHuerva,0
50,VillardelosNavarros,89
50,VillarrealdeHuerva,0
50,VillarroyadelaSierra,0
50,VillarroyadelCampo,0
50,Vistabella,0
50,Zaida(La),0
50,Zaragoza,921.984
50,Zuera,1.431
50,Biel,0
50,Marracos,0
50,VillamayordeGállego,2.017
51,Ceuta,183.604
52,Melilla,67.306
